feature,importance
right_pair_3_15,1.1334655709832446e-06
right_pair_0_9,1.128986734405911e-06
right_pair_5_15,1.121166033701047e-06
right_pair_6_20,1.1081245439065878e-06
right_pair_16_19,1.0488777008600832e-06
right_pair_0_1,1.0346611484738657e-06
right_pair_10_15,1.0345541071797972e-06
right_pair_9_15,1.0090817356205913e-06
right_pair_2_10,9.970089730807415e-07
right_pair_17_19,9.83671060397421e-07
right_pair_0_13,9.592643891383459e-07
right_pair_7_12,9.259259259259025e-07
right_pair_10_11,9.20810313075518e-07
right_pair_7_11,8.736167734420451e-07
right_pair_13_14,8.642473827198017e-07
right_pair_0_15,7.40624084935845e-07
right_pair_0_14,7.293946024799271e-07
right_pair_12_14,6.904487917146153e-07
right_pair_2_20,6.709408081109175e-07
right_pair_7_17,6.618863761720739e-07
right_pair_15_19,6.610113473614348e-07
right_pair_1_8,6.418485237483813e-07
right_pair_6_14,6.394679626550538e-07
right_pair_8_9,6.333924499620318e-07
right_pair_0_2,6.321112515802923e-07
right_pair_0_12,6.311537490532023e-07
right_pair_8_19,5.561735261401463e-07
right_pair_13_19,5.415162454873547e-07
right_pair_16_17,4.930966469427905e-07
right_pair_18_20,4.926108374384275e-07
right_pair_6_9,4.69043151969992e-07
right_pair_1_16,6.705909145089762e-20
right_pair_2_13,6.096459277450533e-20
right_rel_y_6,6.048859488269337e-20
right_pair_7_9,4.590192476633279e-20
right_pair_8_17,1.0285889786968378e-20
right_pair_1_15,4.382459307730703e-21
right_rel_y_5,4.027124769266185e-21
right_pair_3_17,3.383843761557086e-21
right_rel_x_15,1.2597084243099261e-21
right_pair_12_17,7.934501502130185e-22
right_pair_4_14,6.502038211567435e-22
right_rel_x_5,5.711023789224082e-22
right_pair_15_16,4.905256368005037e-22
right_pair_10_16,3.1229902239807996e-22
right_pair_8_10,0.0
right_pair_19_20,0.0
right_pair_7_19,0.0
right_orient_sin,0.0
right_pair_8_12,0.0
right_pair_8_13,0.0
right_pair_14_17,0.0
right_pair_16_20,0.0
right_pair_8_14,0.0
right_pair_11_12,0.0
right_pair_11_17,0.0
right_pair_12_15,0.0
right_pair_12_19,0.0
right_pair_10_14,0.0
right_pair_10_13,0.0
right_pair_13_16,0.0
right_pair_13_17,0.0
right_pair_13_20,0.0
right_pair_9_17,0.0
right_pair_11_14,0.0
right_pair_9_14,0.0
right_pair_9_12,0.0
right_pair_9_11,0.0
right_pair_14_20,0.0
right_pair_15_20,0.0
right_pair_8_15,0.0
left_rel_x_0,0.0
right_rel_x_0,0.0
right_pair_7_16,0.0
right_pair_0_19,0.0
right_rel_y_18,0.0
right_pair_0_5,0.0
right_pair_0_6,0.0
right_pair_0_7,0.0
right_pair_0_8,0.0
right_pair_0_10,0.0
right_pair_0_17,0.0
right_pair_0_18,0.0
right_pair_0_20,0.0
right_pair_7_13,0.0
right_pair_1_2,0.0
right_pair_1_3,0.0
right_pair_1_4,0.0
right_pair_1_5,0.0
right_pair_1_6,0.0
right_pair_1_7,0.0
right_pair_1_12,0.0
right_pair_1_18,0.0
right_rel_y_17,0.0
right_rel_y_16,0.0
right_rel_x_16,0.0
right_rel_y_14,0.0
left_rel_y_0,0.0
right_rel_y_0,0.0
right_rel_x_1,0.0
right_rel_y_1,0.0
right_rel_x_2,0.0
right_rel_y_2,0.0
right_rel_y_3,0.0
right_rel_y_4,0.0
right_rel_x_7,0.0
right_rel_y_7,0.0
right_rel_x_8,0.0
right_rel_y_8,0.0
right_rel_x_10,0.0
right_rel_y_10,0.0
right_rel_x_11,0.0
right_rel_x_12,0.0
right_rel_x_14,0.0
right_pair_1_19,0.0
right_pair_1_20,0.0
right_pair_2_3,0.0
right_pair_4_18,0.0
right_pair_4_20,0.0
right_pair_5_6,0.0
right_pair_5_7,0.0
right_pair_5_11,0.0
right_pair_5_12,0.0
